Target,Analog,Sigma Distance
AL_Autauga,TX_Burleson,0.32245
AL_Autauga,TX_Brazos,0.3366
AL_Autauga,TX_Caldwell,0.14084
AL_Autauga,TX_Bastrop,0.11629
AL_Autauga,TX_Fayette,0.56656
AL_Barbour,TX_Guadalupe,0.16231
AL_Barbour,TX_Washington,0.322
AL_Barbour,TX_Fayette,0.28779
AL_Barbour,TX_Gonzales,0.30311
AL_Barbour,TX_Wilson,0.24161
AL_Barbour,TX_Frio,0.52132
AL_Bullock,TX_Washington,0.42679
AL_Bullock,TX_Gonzales,0.21771
AL_Bullock,TX_Fayette,0.33409
AL_Bullock,TX_Guadalupe,0.07289
AL_Chilton,TX_Brazos,0.05571
AL_Chilton,TX_Caldwell,0.09163
AL_Chilton,TX_Burleson,0.19585
AL_Covington,TX_Colorado,0.2461
AL_Covington,TX_Fayette,0.29413
AL_Covington,TX_Gonzales,0.29971
AL_Covington,TX_Wilson,0.374
AL_Covington,TX_Washington,0.44916
AL_Covington,TX_Lavaca,0.13849
AL_Covington,TX_Guadalupe,0.34173
AL_Covington,TX_Frio,0.58727
AL_Geneva,TX_Wilson,0.20859
AL_Geneva,TX_Atascosa,0.10868
AL_Geneva,TX_Frio,0.20761
AL_Geneva,TX_Lavaca,0.21086
AL_Geneva,TX_Colorado,0.27658
AL_Geneva,TX_Gonzales,0.33479
AL_Geneva,TX_Maverick,0.46344
AL_Houston,TX_Atascosa,0.0974
AL_Houston,TX_Maverick,0.27388
AL_Houston,TX_Frio,0.24467
AL_Houston,TX_Wilson,0.32378
AL_Houston,TX_Bexar,0.16201
AL_Houston,TX_Lavaca,0.38176
AL_Houston,TX_Fayette,0.45255
AL_Mobile,TX_Lavaca,0.6082
AL_Mobile,TX_Atascosa,0.83195
AL_Mobile,TX_Fort Bend,0.50079
AL_Mobile,TX_Wilson,0.5374
AL_Mobile,TX_Colorado,0.66638
AL_Pike,TX_Bexar,0.0763
AL_Pike,TX_Wilson,0.15407
AL_Pike,TX_Colorado,0.18539
AL_Pike,TX_Fayette,0.23309
AL_Pike,TX_Washington,0.24799
AL_Pike,TX_Gonzales,0.12725
AL_Pike,TX_Guadalupe,0.12809
AL_Pike,TX_Caldwell,0.19322
AL_Pike,TX_Frio,0.29823
AR_Bradley,TX_Bastrop,0.55781
AR_Bradley,TX_Brazos,0.56821
AR_Bradley,TX_Burleson,0.57755
AR_Bradley,TX_Milam,0.61023
AR_Bradley,TX_Bell,0.30671
AR_Bradley,TX_Washington,0.60866
AR_Chicot,TX_Guadalupe,0.55577
AR_Chicot,TX_Wilson,0.79173
AR_Chicot,TX_Fayette,0.84818
AR_Chicot,TX_Travis,0.67725
AR_Chicot,TX_Bexar,0.81983
AR_Chicot,TX_Bastrop,0.87382
AR_Chicot,TX_Caldwell,0.73112
AR_Chicot,TX_Gonzales,0.87565
AR_Chicot,TX_Frio,0.9565
AR_Conway,TX_Ellis,0.48747
AR_Conway,TX_Collin,0.30738
AR_Conway,TX_Hunt,0.33724
AR_Cross,TX_Ellis,1.20843
AR_Cross,TX_Bell,1.04629
AR_Jefferson,TX_Travis,0.81886
AR_Jefferson,TX_Bastrop,0.85333
AR_Jefferson,TX_Guadalupe,0.94308
AR_Jefferson,TX_Milam,0.88264
AR_Jefferson,TX_Williamson,0.93238
AR_Jefferson,TX_Caldwell,0.73664
AR_Jefferson,TX_Bell,1.00192
AR_Little River,TX_Brazos,0.84203
AR_Little River,TX_Washington,0.87827
AR_Little River,TX_Fayette,0.96159
AR_Little River,TX_Burleson,0.61764
AR_Little River,TX_Bastrop,0.68456
AR_Lonoke,TX_Williamson,0.81414
AR_Lonoke,TX_Milam,0.8612
AR_Lonoke,TX_Travis,0.87659
AR_Lonoke,TX_Ellis,0.70371
AR_Lonoke,TX_Bell,0.92255
AR_Miller,TX_Wilson,0.62414
AR_Miller,TX_Fayette,0.64781
AR_Miller,TX_Brazos,0.378
AR_Miller,TX_Gonzales,0.61342
AR_Miller,TX_Guadalupe,0.64436
AR_Miller,TX_Bexar,0.50028
AR_Miller,TX_Bastrop,0.6419
AR_Miller,TX_Frio,0.78766
AR_Phillips,TX_Williamson,1.00156
AR_Phillips,TX_Milam,1.0387
AR_Phillips,TX_Travis,1.00159
AR_Phillips,TX_Bell,1.11843
AR_Phillips,TX_Bastrop,1.25386
AR_Phillips,TX_Guadalupe,1.27931
AZ_Cochise,TX_Uvalde,1.53813
AZ_Cochise,TX_Midland,1.23882
AZ_Graham,TX_Midland,0.44177
CA_Alameda,CA_Contra Costa,1.85
CA_Alameda,CA_Los Angeles,1.96
CA_Alameda,CA_Solano,1.95
CA_Alameda,CA_Alameda,1.8
CA_Alameda,CA_Stanislaus,1.96
CA_Alameda,CA_San Diego,1.01966
CA_Alameda,CA_Ventura,1.02462
CA_Amador,CA_San Bernardino,1.82
CA_Amador,CA_Kern,1.84
CA_Amador,CA_Riverside,1.66228
CA_Amador,CA_Tulare,1.59049
CA_Amador,CA_Kings,1.50553
CA_Butte,CA_Kern,1.87
CA_Butte,CA_Riverside,1.83
CA_Butte,CA_San Bernardino,1.7259
CA_Butte,CA_Tulare,1.64039
CA_Butte,CA_Kings,1.50181
CA_Calaveras,CA_Tulare,1.41596
CA_Calaveras,CA_Kern,1.77293
CA_Calaveras,CA_Riverside,1.75226
CA_Calaveras,CA_San Bernardino,1.31086
CA_Calaveras,CA_Kings,1.00799
CA_Calaveras,CA_Tehama,0.98897
CA_Colusa,CA_Kern,1.71128
CA_Colusa,CA_San Bernardino,1.16304
CA_Colusa,CA_Riverside,1.13152
CA_Colusa,CA_Tulare,1.24999
CA_Colusa,CA_Kings,1.29503
CA_Colusa,CA_Fresno,1.26503
CA_Contra Costa,CA_Fresno,1.85
CA_Contra Costa,CA_Tulare,1.83
CA_Contra Costa,CA_Merced,1.77336
CA_Contra Costa,CA_Stanislaus,1.2954
CA_Contra Costa,CA_Riverside,0.96168
CA_Contra Costa,CA_Kern,1.67522
CA_El Dorado,CA_Shasta,0.56303
CA_El Dorado,CA_Nevada,0.5021
CA_El Dorado,CA_Calaveras,0.59922
CA_El Dorado,CA_Placer,0.58571
CA_El Dorado,CA_Glenn,0.75039
CA_El Dorado,CA_Tehama,0.76956
CA_Fresno,CA_San Bernardino,1.49292
CA_Fresno,CA_Riverside,1.17392
CA_Fresno,CA_Kern,1.29577
CA_Fresno,AZ_Pinal,1.71839
CA_Fresno,CA_Tulare,1.49301
CA_Glenn,CA_Kern,1.82
CA_Glenn,CA_San Bernardino,1.65878
CA_Glenn,CA_Riverside,1.49865
CA_Glenn,CA_Tulare,1.33918
CA_Glenn,CA_Kings,1.15532
CA_Kern,AZ_Pinal,1.83
CA_Kern,CA_San Bernardino,1.81
CA_Kern,AZ_Maricopa,1.86
CA_Kern,CA_Riverside,1.83
CA_Kern,CA_Kern,1.91
CA_Kings,AZ_Maricopa,1.81
CA_Kings,CA_San Bernardino,1.15999
CA_Kings,CA_Riverside,1.20071
CA_Kings,AZ_Pinal,1.38674
CA_Kings,CA_Kern,1.73626
CA_Los Angeles,TX_Travis,1.83
CA_Los Angeles,CA_Riverside,0.19168
CA_Los Angeles,CA_Kern,1.08238
CA_Los Angeles,CA_Tulare,1.18725
CA_Los Angeles,CA_Fresno,1.34283
CA_Los Angeles,CA_Kings,1.38383
CA_Los Angeles,TX_Uvalde,1.79384
CA_Madera,AZ_Pinal,1.83
CA_Madera,CA_San Bernardino,1.50515
CA_Madera,CA_Riverside,1.12254
CA_Madera,CA_Kern,1.28601
CA_Madera,CA_Tulare,1.68371
CA_Marin,CA_Orange,1.8
CA_Marin,CA_Ventura,1.89
CA_Marin,CA_Santa Barbara,1.89
CA_Marin,CA_Marin,1.97
CA_Marin,CA_San Diego,1.99
CA_Mendocino,CA_San Luis Obispo,0.57031
CA_Mendocino,CA_Nevada,1.01201
CA_Mendocino,CA_Solano,0.60364
CA_Mendocino,CA_Sacramento,0.44885
CA_Mendocino,CA_Placer,0.62783
CA_Mendocino,CA_Sutter,0.41727
CA_Mendocino,CA_Yolo,0.37628
CA_Mendocino,CA_Colusa,0.57974
CA_Mendocino,CA_Yuba,0.55613
CA_Merced,CA_Riverside,0.9796
CA_Merced,CA_San Bernardino,1.61398
CA_Merced,CA_Kern,0.95196
CA_Merced,CA_Tulare,1.32234
CA_Merced,CA_Kings,1.19252
CA_Modoc,UT_Weber,0.49291
CA_Modoc,ID_Ada,0.51798
CA_Modoc,ID_Canyon,0.49463
CA_Modoc,UT_Utah,0.22352
CA_Modoc,ID_Payette,0.71397
CA_Monterey,CA_San Benito,1.87
CA_Monterey,CA_Contra Costa,1.88
CA_Monterey,CA_Santa Clara,1.8
CA_Monterey,CA_Ventura,0.3358
CA_Monterey,CA_San Diego,0.91319
CA_Monterey,CA_Alameda,1.76787
CA_Napa,CA_Yuba,0.85788
CA_Napa,CA_Stanislaus,0.97128
CA_Napa,CA_Yolo,0.67305
CA_Napa,CA_Riverside,1.07019
CA_Napa,CA_Sutter,1.20432
CA_Napa,CA_Glenn,1.52562
CA_Napa,CA_Merced,1.69995
CA_Napa,CA_Fresno,1.68041
CA_Napa,CA_Kern,1.39197
CA_Napa,CA_Tulare,1.58541
CA_Nevada,CA_Tulare,1.82
CA_Nevada,CA_Riverside,1.81
CA_Nevada,CA_San Bernardino,1.83
CA_Nevada,CA_Kings,1.85
CA_Nevada,CA_Kern,1.73987
CA_Nevada,CA_Glenn,1.05006
CA_Nevada,CA_Tehama,0.96796
CA_Nevada,CA_Butte,1.13657
CA_Nevada,CA_Yuba,0.78226
CA_Placer,CA_Kern,1.35418
CA_Placer,CA_Riverside,1.78422
CA_Placer,CA_Tulare,1.32937
CA_Placer,CA_San Bernardino,1.64094
CA_Placer,CA_Kings,1.51396
CA_Placer,CA_Fresno,1.66251
CA_Riverside,TX_Zavala,1.82
CA_Riverside,TX_Maverick,1.8
CA_Riverside,AZ_Maricopa,1.8
CA_Riverside,AZ_Pinal,1.76695
CA_Riverside,CA_Imperial,1.71008
CA_Riverside,AZ_Yuma,1.58054
CA_Sacramento,CA_San Bernardino,1.81
CA_Sacramento,CA_Kern,1.61633
CA_Sacramento,CA_Riverside,0.81748
CA_Sacramento,CA_Tulare,1.28158
CA_Sacramento,CA_Kings,1.76882
CA_Sacramento,CA_Fresno,1.11944
CA_San Benito,CA_Sacramento,0.95848
CA_San Benito,CA_San Joaquin,1.17597
CA_San Benito,CA_Solano,0.82838
CA_San Benito,CA_Sutter,1.57886
CA_San Benito,CA_San Diego,1.06595
CA_San Benito,CA_Stanislaus,1.68154
CA_San Benito,CA_Placer,1.76545
CA_San Bernardino,AZ_Pinal,0.33833
CA_San Bernardino,AZ_Maricopa,0.53371
CA_San Bernardino,AZ_Yuma,0.97269
CA_San Diego,CA_Riverside,1.62083
CA_San Joaquin,CA_San Bernardino,1.81
CA_San Joaquin,CA_Kern,1.39939
CA_San Joaquin,CA_Riverside,0.60766
CA_San Joaquin,CA_Tulare,1.07587
CA_San Joaquin,CA_Fresno,1.09781
CA_San Joaquin,CA_Kings,1.21899
CA_San Luis Obispo,CA_Sutter,1.82
CA_San Luis Obispo,CA_Merced,1.87
CA_San Luis Obispo,CA_Colusa,1.63737
CA_San Luis Obispo,CA_Sacramento,1.40174
CA_San Luis Obispo,CA_San Joaquin,1.52028
CA_San Luis Obispo,CA_Riverside,0.79877
CA_San Luis Obispo,CA_Solano,1.58895
CA_Santa Barbara,CA_Orange,1.87
CA_Santa Barbara,CA_Santa Barbara,1.97
CA_Santa Clara,CA_Solano,1.82
CA_Santa Clara,CA_Stanislaus,1.88
CA_Santa Clara,CA_Sacramento,1.88
CA_Santa Clara,CA_San Diego,0.60426
CA_Santa Clara,CA_Los Angeles,1.75291
CA_Santa Clara,CA_Ventura,1.06029
CA_Santa Clara,CA_Contra Costa,1.12986
CA_Shasta,CA_Tehama,0.48715
CA_Shasta,CA_Glenn,0.72266
CA_Shasta,CA_Butte,0.77186
CA_Shasta,CA_Tulare,0.83636
CA_Shasta,CA_Kings,0.82111
CA_Siskiyou,UT_Davis,0.67342
CA_Solano,CA_Tulare,1.81
CA_Solano,CA_Kings,1.83
CA_Solano,CA_Fresno,1.81
CA_Solano,CA_Riverside,0.64046
CA_Solano,CA_Kern,1.42086
CA_Sonoma,CA_Solano,1.9
CA_Sonoma,CA_Napa,1.81
CA_Sonoma,CA_Sacramento,1.92
CA_Sonoma,CA_Los Angeles,1.95
CA_Sonoma,CA_Ventura,0.91117
CA_Sonoma,CA_San Diego,0.67945
CA_Sonoma,CA_Contra Costa,1.75126
CA_Sonoma,CA_Alameda,1.62847
CA_Sonoma,CA_Santa Clara,1.32319
CA_Stanislaus,CA_San Bernardino,1.82
CA_Stanislaus,CA_Riverside,0.79193
CA_Stanislaus,CA_Kern,1.33592
CA_Stanislaus,CA_Tulare,1.34432
CA_Stanislaus,CA_Kings,1.03597
CA_Stanislaus,CA_Fresno,1.35075
CA_Sutter,CA_Kern,1.81
CA_Sutter,CA_Riverside,1.44534
CA_Sutter,CA_San Bernardino,1.60531
CA_Sutter,CA_Tulare,1.22644
CA_Sutter,CA_Kings,1.17732
CA_Tehama,CA_Kern,1.84
CA_Tehama,CA_Riverside,1.84
CA_Tehama,CA_San Bernardino,1.45849
CA_Tehama,CA_Tulare,1.3194
CA_Tehama,CA_Kings,1.39686
CA_Tulare,CA_Riverside,1.82
CA_Tulare,AZ_Maricopa,1.87
CA_Tulare,CA_Kern,1.86
CA_Tulare,TX_Uvalde,1.91
CA_Tulare,CA_San Bernardino,1.43122
CA_Tulare,AZ_Pinal,1.68523
CA_Ventura,CA_Riverside,1.99
CA_Ventura,CA_Ventura,1.92
CA_Ventura,CA_San Diego,1.95
CA_Yolo,CA_Kern,1.679
CA_Yolo,CA_Riverside,1.31635
CA_Yolo,CA_San Bernardino,1.75453
CA_Yolo,CA_Tulare,1.22631
CA_Yolo,CA_Kings,1.03161
CA_Yolo,CA_Fresno,1.21878
CA_Yuba,CA_Kern,1.89
CA_Yuba,CA_Riverside,1.81
CA_Yuba,CA_San Bernardino,1.88
CA_Yuba,CA_Tulare,1.8
CA_Yuba,CA_Kings,1.82
CO_Delta,UT_Davis,1.82
CO_Delta,ID_Canyon,1.68936
CO_Delta,KS_Grant,1.70177
CO_Mesa,NM_Valencia,1.95
CO_Montrose,NM_Valencia,1.88
CO_Montrose,ID_Canyon,1.81
CO_Weld,KS_Grant,0.77977
CT_New Haven,VA_Westmoreland,0.95736
DE_Kent,AR_Lonoke,1.12373
DE_Kent,AR_Jefferson,0.88763
DE_Kent,OK_Bryan,1.34206
DE_Kent,OK_Marshall,1.46954
DE_Sussex,AR_Jefferson,1.06999
DE_Sussex,TX_Grayson,1.23777
DE_Sussex,AR_Lonoke,0.95175
FL_Brevard,TX_Cameron,1.82
FL_Brevard,TX_Hidalgo,1.16392
FL_Brevard,FL_Collier,1.61878
FL_Charlotte,TX_Hidalgo,1.88
FL_Collier,TX_Hidalgo,1.97
FL_Columbia,AZ_Maricopa,1.86
FL_Columbia,TX_Maverick,0.92371
FL_Escambia,TX_Lavaca,0.57802
FL_Escambia,TX_Colorado,0.61455
FL_Escambia,TX_Wilson,0.89416
FL_Escambia,TX_Atascosa,0.95947
FL_Escambia,TX_Fayette,0.8199
FL_Escambia,TX_Frio,1.11649
FL_Gadsden,TX_Maverick,0.44723
FL_Gadsden,TX_Frio,0.48578
FL_Gadsden,TX_Atascosa,0.38734
FL_Gadsden,TX_Lavaca,0.396
FL_Gilchrist,AZ_Yuma,1.88
FL_Gilchrist,TX_Maverick,1.23063
FL_Hamilton,TX_Maverick,0.86515
FL_Hamilton,TX_Frio,0.86779
FL_Hamilton,TX_Atascosa,0.86848
FL_Hardee,TX_Hidalgo,1.81
FL_Hardee,TX_Cameron,1.97
FL_Hendry,TX_Hidalgo,1.88
FL_Hernando,TX_Hidalgo,1.81
FL_Highlands,TX_Hidalgo,1.84
FL_Highlands,TX_Cameron,1.95
FL_Highlands,TX_Willacy,1.89
FL_Hillsborough,TX_Hidalgo,1.9
FL_Indian River,TX_Hidalgo,1.82
FL_Indian River,TX_Cameron,1.93
FL_Indian River,TX_Willacy,1.91
FL_Indian River,FL_Collier,1.86
FL_Jackson,TX_Maverick,0.3982
FL_Jackson,TX_Frio,0.293
FL_Jackson,TX_Atascosa,0.32434
FL_Jackson,TX_Lavaca,0.39703
FL_Jefferson,TX_Maverick,0.85684
FL_Jefferson,TX_Atascosa,0.47248
FL_Jefferson,TX_Frio,0.49531
FL_Lafayette,AZ_Maricopa,1.87
FL_Lafayette,TX_Maverick,0.96766
FL_Lake,TX_Hidalgo,1.81
FL_Lee,TX_Hidalgo,1.99
FL_Manatee,TX_Hidalgo,1.88
FL_Manatee,TX_Willacy,1.92
FL_Marion,AZ_Yuma,1.95
FL_Marion,CA_Imperial,1.96
FL_Marion,TX_Hidalgo,1.38768
FL_Martin,TX_Hidalgo,1.91
FL_Okeechobee,TX_Cameron,1.94
FL_Okeechobee,TX_Willacy,1.89
FL_Okeechobee,TX_Hidalgo,1.77504
FL_Orange,TX_Hidalgo,1.87
FL_Osceola,TX_Willacy,1.89
FL_Osceola,TX_Cameron,1.92
FL_Osceola,TX_Hidalgo,1.71261
FL_Palm Beach,TX_Cameron,1.89
FL_Palm Beach,TX_Hidalgo,1.88
FL_Palm Beach,TX_Willacy,1.95
FL_Palm Beach,FL_Collier,1.98
FL_Pasco,TX_Hidalgo,1.84
FL_Polk,TX_Hidalgo,1.84
FL_Putnam,AZ_Yuma,1.83
FL_Putnam,CA_Imperial,1.83
FL_Putnam,TX_Hidalgo,1.14768
FL_Sarasota,TX_Cameron,1.99
FL_Sarasota,TX_Hidalgo,1.87
FL_Sarasota,TX_Willacy,1.98
FL_Sarasota,FL_Collier,1.98
FL_Seminole,TX_Hidalgo,1.61593
FL_Suwannee,AZ_Yuma,1.86
FL_Suwannee,TX_Maverick,0.93926
FL_Volusia,TX_Hidalgo,1.30252
FL_Walton,TX_Atascosa,0.27049
FL_Walton,TX_Lavaca,0.35819
FL_Walton,TX_Frio,0.39984
FL_Walton,TX_Maverick,0.71614
GA_Appling,TX_Atascosa,0.70055
GA_Appling,TX_Frio,0.74994
GA_Appling,TX_Maverick,1.03511
GA_Atkinson,TX_Atascosa,0.58434
GA_Atkinson,TX_Frio,0.86372
GA_Atkinson,TX_Maverick,0.90651
GA_Bacon,TX_Atascosa,0.59786
GA_Bacon,TX_Frio,0.63739
GA_Ben Hill,TX_Frio,0.48627
GA_Ben Hill,TX_Atascosa,0.42094
GA_Ben Hill,TX_Maverick,0.58582
GA_Ben Hill,TX_Wilson,0.52157
GA_Berrien,TX_Maverick,0.70809
GA_Berrien,TX_Frio,0.46249
GA_Berrien,TX_Atascosa,0.45593
GA_Berrien,TX_Zavala,0.55329
GA_Brooks,TX_Frio,0.53074
GA_Brooks,TX_Maverick,0.43075
GA_Brooks,TX_Atascosa,0.51683
GA_Brooks,TX_Zavala,0.66898
GA_Brooks,AZ_Maricopa,1.75334
GA_Bulloch,TX_Wilson,0.32302
GA_Bulloch,TX_Atascosa,0.43338
GA_Bulloch,TX_Lavaca,0.40459
GA_Bulloch,TX_Bexar,0.36345
GA_Bulloch,TX_Colorado,0.4938
GA_Bulloch,TX_Frio,0.57902
GA_Burke,TX_Washington,0.21014
GA_Burke,TX_Guadalupe,0.07994
GA_Burke,TX_Bastrop,0.14924
GA_Burke,TX_Caldwell,0.26673
GA_Burke,TX_Gonzales,0.08362
GA_Burke,TX_Fayette,0.098
GA_Burke,TX_Wilson,0.42049
GA_Burke,TX_Atascosa,0.46418
GA_Candler,TX_Atascosa,0.46638
GA_Candler,TX_Wilson,0.56204
GA_Candler,TX_Frio,0.49555
GA_Candler,TX_Maverick,0.76088
GA_Candler,TX_Bexar,0.52345
GA_Candler,TX_Colorado,0.60903
GA_Clinch,TX_Atascosa,1.23748
GA_Clinch,TX_Maverick,1.05894
GA_Clinch,TX_Frio,1.20429
GA_Colquitt,TX_Frio,0.2998
GA_Colquitt,TX_Maverick,0.29711
GA_Colquitt,TX_Atascosa,0.26234
GA_Colquitt,TX_Zavala,0.38372
GA_Colquitt,AZ_Maricopa,1.60496
GA_Cook,TX_Frio,0.36446
GA_Cook,TX_Atascosa,0.32961
GA_Cook,TX_Maverick,0.4564
GA_Crisp,TX_Frio,0.45832
GA_Crisp,TX_Atascosa,0.40475
GA_Crisp,TX_Maverick,0.45731
GA_Crisp,TX_Wilson,0.3854
GA_Crisp,TX_Bexar,0.40365
GA_Decatur,TX_Maverick,0.49793
GA_Decatur,TX_Atascosa,0.34334
GA_Decatur,TX_Frio,0.39059
GA_Echols,TX_Frio,1.15447
GA_Echols,TX_Atascosa,1.1717
GA_Echols,TX_Maverick,0.86373
GA_Evans,TX_Frio,0.4894
GA_Evans,TX_Atascosa,0.42373
GA_Evans,TX_Wilson,0.50079
GA_Evans,TX_Maverick,0.37567
GA_Evans,TX_Colorado,0.53261
GA_Evans,TX_Gonzales,0.58581
GA_Grady,TX_Maverick,0.34555
GA_Grady,TX_Frio,0.42131
GA_Grady,TX_Atascosa,0.30539
GA_Houston,TX_Gonzales,0.20797
GA_Houston,TX_Washington,0.36332
GA_Houston,TX_Fayette,0.12468
GA_Houston,TX_Atascosa,0.30037
GA_Houston,TX_Caldwell,0.33988
GA_Houston,TX_Guadalupe,0.34148
GA_Houston,TX_Frio,0.20944
GA_Houston,TX_Wilson,0.26218
GA_Houston,TX_Maverick,0.50951
GA_Jefferson,TX_Guadalupe,0.08563
GA_Jefferson,TX_Bastrop,0.1709
GA_Jefferson,TX_Washington,0.20369
GA_Jefferson,TX_Caldwell,0.1969
GA_Jefferson,TX_Gonzales,0.13068
GA_Jefferson,TX_Madison,0.27038
GA_Jefferson,TX_Wilson,0.27875
GA_Lanier,TX_Maverick,0.64369
GA_Lanier,TX_Frio,0.7649
GA_Lanier,TX_Atascosa,0.63598
GA_Lee,TX_Atascosa,0.24142
GA_Lee,TX_Wilson,0.32337
GA_Lee,TX_Frio,0.38475
GA_Lee,TX_Maverick,0.53968
GA_Lee,TX_Lavaca,0.3393
GA_Lee,TX_Colorado,0.2465
GA_Lee,TX_Gonzales,0.30952
GA_Lee,TX_Zavala,0.36643
GA_Lowndes,TX_Maverick,0.71444
GA_Lowndes,TX_Atascosa,0.77379
GA_Lowndes,TX_Frio,0.71279
GA_Mitchell,TX_Maverick,0.44956
GA_Mitchell,TX_Atascosa,0.38811
GA_Mitchell,TX_Frio,0.44421
GA_Mitchell,TX_Wilson,0.56451
GA_Montgomery,TX_Atascosa,0.54136
GA_Montgomery,TX_Frio,0.55149
GA_Montgomery,TX_Maverick,0.65168
GA_Montgomery,TX_Lavaca,0.50286
GA_Montgomery,TX_Wilson,0.51489
GA_Pierce,TX_Atascosa,1.2165
GA_Pierce,TX_Frio,1.33828
GA_Pulaski,TX_Wilson,0.32699
GA_Pulaski,TX_Frio,0.4843
GA_Pulaski,TX_Gonzales,0.58286
GA_Pulaski,TX_Maverick,0.65027
GA_Pulaski,TX_Atascosa,0.18978
GA_Pulaski,TX_Colorado,0.59356
GA_Pulaski,TX_Fayette,0.60453
GA_Screven,TX_Wilson,0.29307
GA_Screven,TX_Lavaca,0.30887
GA_Screven,TX_Fayette,0.44724
GA_Screven,TX_Atascosa,0.45916
GA_Screven,TX_Gonzales,0.46117
GA_Screven,TX_Bexar,0.16006
GA_Screven,TX_Frio,0.88823
GA_Screven,TX_Washington,0.45408
GA_Screven,TX_Guadalupe,0.48211
GA_Seminole,TX_Maverick,0.82489
GA_Seminole,TX_Atascosa,0.33473
GA_Seminole,TX_Frio,0.41544
GA_Sumter,TX_Frio,0.42068
GA_Sumter,TX_Wilson,0.51931
GA_Sumter,TX_Atascosa,0.25877
GA_Sumter,TX_Colorado,0.4794
GA_Sumter,TX_Fayette,0.52499
GA_Sumter,TX_Guadalupe,0.31642
GA_Sumter,TX_Washington,0.42803
GA_Sumter,TX_Gonzales,0.53276
GA_Sumter,TX_Maverick,0.58442
GA_Tattnall,TX_Atascosa,0.56691
GA_Tattnall,TX_Frio,0.45667
GA_Tattnall,TX_Wilson,0.58094
GA_Tattnall,TX_Lavaca,0.69567
GA_Tattnall,TX_Maverick,0.94727
GA_Tattnall,TX_Colorado,0.72957
GA_Thomas,TX_Maverick,0.38925
GA_Thomas,TX_Atascosa,0.37314
GA_Thomas,TX_Frio,0.44394
GA_Thomas,TX_Zavala,0.47051
GA_Thomas,AZ_Maricopa,1.65381
GA_Tift,TX_Atascosa,0.20763
GA_Tift,TX_Maverick,0.19362
GA_Tift,TX_Frio,0.13545
GA_Tift,TX_Wilson,0.25444
GA_Toombs,TX_Atascosa,0.556
GA_Toombs,TX_Frio,0.51315
GA_Toombs,TX_Wilson,0.54818
GA_Toombs,TX_Lavaca,0.56279
GA_Toombs,TX_Maverick,0.73528
GA_Toombs,TX_Colorado,0.61398
GA_Turner,TX_Maverick,0.2948
GA_Turner,TX_Atascosa,0.12641
GA_Turner,TX_Frio,0.13252
GA_Turner,TX_Wilson,0.29705
GA_Turner,TX_Colorado,0.26386
GA_Turner,TX_Fayette,0.40941
GA_Upson,TX_Caldwell,0.1362
GA_Upson,TX_Brazos,0.08324
GA_Upson,TX_Guadalupe,0.17271
GA_Ware,TX_Atascosa,1.32641
GA_Ware,TX_Frio,1.35016
GA_Warren,TX_Williamson,0.01978
GA_Washington,TX_Guadalupe,0.07594
GA_Washington,TX_Caldwell,0.07921
GA_Washington,TX_Washington,0.11344
GA_Washington,TX_Burleson,0.14328
GA_Washington,TX_Travis,0.18676
GA_Washington,TX_Fayette,0.23374
GA_Washington,TX_Gonzales,0.24469
GA_Wayne,TX_Maverick,1.82
GA_Wayne,TX_Atascosa,1.10878
GA_Wayne,TX_Frio,1.03313
GA_Wilcox,TX_Wilson,0.52907
GA_Wilcox,TX_Maverick,0.66385
GA_Wilcox,TX_Frio,0.76457
GA_Wilcox,TX_Atascosa,0.38959
GA_Wilcox,TX_Fayette,0.67141
GA_Wilcox,TX_Colorado,0.68642
GA_Wilcox,TX_Gonzales,0.68905
GA_Worth,TX_Atascosa,0.24236
GA_Worth,TX_Lavaca,0.34645
GA_Worth,TX_Frio,0.38181
GA_Worth,TX_Maverick,0.4504
GA_Worth,TX_Wilson,0.30987
GA_Worth,TX_Colorado,0.29821
ID_Ada,UT_Davis,1.86
ID_Ada,ID_Canyon,1.85
ID_Ada,ID_Payette,1.85
ID_Bingham,ID_Payette,1.00555
ID_Bingham,ID_Canyon,1.74294
ID_Bingham,ID_Gooding,0.88094
ID_Bingham,ID_Ada,1.1266
ID_Bingham,OR_Malheur,0.06625
ID_Bonneville,ID_Payette,0.82092
ID_Bonneville,ID_Canyon,1.37346
ID_Bonneville,ID_Gooding,1.08947
ID_Bonneville,ID_Ada,1.21915
ID_Bonneville,ID_Washington,1.13551
ID_Butte,ID_Payette,1.48375
ID_Butte,ID_Gooding,1.50926
ID_Butte,ID_Canyon,1.73289
ID_Canyon,UT_Davis,1.85
ID_Canyon,ID_Canyon,1.87
ID_Caribou,ID_Washington,0.38236
ID_Caribou,ID_Gooding,0.944
ID_Caribou,ID_Payette,0.6076
ID_Cassia,ID_Payette,1.26316
ID_Cassia,ID_Canyon,1.49972
ID_Cassia,ID_Ada,0.03883
ID_Cassia,UT_Davis,1.75026
ID_Elmore,ID_Payette,1.15606
ID_Elmore,ID_Gooding,1.01167
ID_Elmore,ID_Washington,0.89066
ID_Elmore,ID_Ada,1.17351
ID_Elmore,ID_Canyon,1.17983
ID_Elmore,OR_Malheur,0.36026
ID_Fremont,OR_Malheur,0.64932
ID_Fremont,ID_Jerome,0.71164
ID_Fremont,UT_Utah,0.57852
ID_Gooding,UT_Davis,1.94
