State,value,Category,Scenario
NM_Lea,TX_Concho,Non Speciality Crop,RCP85
NM_Lea,TX_Crane,Non Speciality Crop,RCP85
NM_Lea,TX_Reeves,Non Speciality Crop,RCP85
NM_Lea,TX_Glasscock,Speciality Crop,RCP85
NM_Lea,TX_Coke,Non Speciality Crop,RCP85
NM_Lea,TX_King,Non Speciality Crop,RCP85
NM_Lea,TX_Somervell,Non Speciality Crop,RCP85
NM_Lea,TX_Tom Green,Non Speciality Crop,RCP85
NM_Lea,TX_Martin,Non Speciality Crop,RCP85
NM_Luna,TX_Crane,Non Speciality Crop,RCP85
NM_Luna,TX_Loving,Non Speciality Crop,RCP85
NM_Luna,TX_Reeves,Non Speciality Crop,RCP85
NM_Luna,TX_Midland,Speciality Crop,RCP85
NM_Luna,TX_Val Verde,Non Speciality Crop,RCP85
NM_Luna,TX_Concho,Non Speciality Crop,RCP85
NM_Luna,NV_Clark,Non Speciality Crop,RCP85
NM_Otero,TX_Loving,Non Speciality Crop,RCP85
NM_Otero,TX_Crane,Non Speciality Crop,RCP85
NM_Otero,TX_Reeves,Non Speciality Crop,RCP85
NM_Otero,TX_Val Verde,Non Speciality Crop,RCP85
NM_Otero,TX_Midland,Speciality Crop,RCP85
NM_Otero,TX_Concho,Non Speciality Crop,RCP85
NM_Otero,TX_Terrell,Non Speciality Crop,RCP85
NM_Roosevelt,TX_Loving,Non Speciality Crop,RCP85
NM_Roosevelt,TX_Dawson,Non Speciality Crop,RCP85
NM_Roosevelt,TX_Mitchell,Non Speciality Crop,RCP85
NM_Roosevelt,TX_Gaines,Speciality Crop,RCP85
NM_Roosevelt,TX_King,Non Speciality Crop,RCP85
NM_Roosevelt,TX_Kent,Non Speciality Crop,RCP85
NM_Roosevelt,NM_Eddy,Speciality Crop,RCP85
NM_Roosevelt,TX_Stonewall,Non Speciality Crop,RCP85
NM_Roosevelt,TX_Cottle,Non Speciality Crop,RCP85
NM_Roosevelt,TX_Scurry,Non Speciality Crop,RCP85
NM_San Juan,CA_Inyo,Non Speciality Crop,RCP85
NM_San Juan,AZ_Coconino,Non Speciality Crop,RCP85
NM_San Juan,NV_Lincoln,Non Speciality Crop,RCP85
NM_San Juan,UT_Washington,Non Speciality Crop,RCP85
NM_San Juan,AZ_Navajo,Non Speciality Crop,RCP85
NM_Sierra,TX_Loving,Non Speciality Crop,RCP85
NM_Sierra,TX_Reeves,Non Speciality Crop,RCP85
NM_Sierra,TX_Midland,Speciality Crop,RCP85
NM_Sierra,TX_Crane,Non Speciality Crop,RCP85
NM_Sierra,TX_Andrews,Non Speciality Crop,RCP85
NM_Sierra,TX_Culberson,Non Speciality Crop,RCP85
NM_Sierra,TX_Reagan,Non Speciality Crop,RCP85
NM_Sierra,TX_El Paso,Speciality Crop,RCP85
NM_Sierra,TX_Irion,Non Speciality Crop,RCP85
NM_Sierra,TX_Hudspeth,Speciality Crop,RCP85
NM_Valencia,NM_Otero,Speciality Crop,RCP85
NM_Valencia,NM_Eddy,Speciality Crop,RCP85
NM_Valencia,TX_Hudspeth,Speciality Crop,RCP85
NM_Valencia,TX_Culberson,Non Speciality Crop,RCP85
NM_Valencia,NM_Luna,Speciality Crop,RCP85
NM_Valencia,NM_Dona Ana,Speciality Crop,RCP85
NM_Valencia,TX_Andrews,Non Speciality Crop,RCP85
NM_Valencia,TX_El Paso,Speciality Crop,RCP85
NM_Valencia,NM_Chaves,Speciality Crop,RCP85
NM_Valencia,TX_Loving,Non Speciality Crop,RCP85
NV_Lyon,CA_Inyo,Non Speciality Crop,RCP85
NV_Lyon,UT_Grand,Non Speciality Crop,RCP85
NV_Lyon,NM_Valencia,Speciality Crop,RCP85
NV_Lyon,NV_Churchill,Non Speciality Crop,RCP85
NV_Lyon,CO_Otero,Speciality Crop,RCP85
NV_Lyon,NM_San Juan,Speciality Crop,RCP85
NY_Albany,IL_Madison,Speciality Crop,RCP85
NY_Albany,KS_Leavenworth,Non Speciality Crop,RCP85
NY_Albany,KS_Jefferson,Non Speciality Crop,RCP85
NY_Cattaraugus,NJ_Mercer,Speciality Crop,RCP85
NY_Cayuga,MD_Talbot,Non Speciality Crop,RCP85
NY_Cayuga,MD_Anne Arundel,Non Speciality Crop,RCP85
NY_Cayuga,MD_Caroline,Speciality Crop,RCP85
NY_Chautauqua,NJ_Salem,Speciality Crop,RCP85
NY_Chautauqua,NJ_Gloucester,Speciality Crop,RCP85
NY_Chautauqua,DE_New Castle,Non Speciality Crop,RCP85
NY_Chautauqua,NJ_Burlington,Speciality Crop,RCP85
NY_Chautauqua,NJ_Monmouth,Speciality Crop,RCP85
NY_Clinton,UT_Salt Lake,Non Speciality Crop,RCP85
NY_Clinton,OR_Morrow,Speciality Crop,RCP85
NY_Clinton,OR_Umatilla,Speciality Crop,RCP85
NY_Clinton,UT_Davis,Speciality Crop,RCP85
NY_Clinton,WA_Benton,Speciality Crop,RCP85
NY_Clinton,WA_Walla Walla,Speciality Crop,RCP85
NY_Clinton,OR_Jackson,Speciality Crop,RCP85
NY_Columbia,KS_Leavenworth,Non Speciality Crop,RCP85
NY_Columbia,KS_Jefferson,Non Speciality Crop,RCP85
NY_Columbia,KS_Wyandotte,Non Speciality Crop,RCP85
NY_Columbia,MO_Saint Louis,Non Speciality Crop,RCP85
NY_Columbia,UT_Davis,Speciality Crop,RCP85
NY_Columbia,KS_Atchison,Non Speciality Crop,RCP85
NY_Columbia,KS_Butler,Non Speciality Crop,RCP85
NY_Dutchess,KS_Wyandotte,Non Speciality Crop,RCP85
NY_Dutchess,KS_Leavenworth,Non Speciality Crop,RCP85
NY_Dutchess,KS_Jefferson,Non Speciality Crop,RCP85
NY_Dutchess,KS_Cloud,Non Speciality Crop,RCP85
NY_Dutchess,KS_Butler,Non Speciality Crop,RCP85
NY_Dutchess,KS_Chase,Non Speciality Crop,RCP85
NY_Dutchess,KS_Marion,Non Speciality Crop,RCP85
NY_Erie,NJ_Salem,Speciality Crop,RCP85
NY_Erie,NJ_Gloucester,Speciality Crop,RCP85
NY_Erie,OH_Ottawa,Speciality Crop,RCP85
NY_Erie,MI_Wayne,Non Speciality Crop,RCP85
NY_Erie,NJ_Burlington,Speciality Crop,RCP85
NY_Erie,MD_Caroline,Speciality Crop,RCP85
NY_Genesee,MD_Talbot,Non Speciality Crop,RCP85
NY_Genesee,MD_Anne Arundel,Non Speciality Crop,RCP85
NY_Genesee,MD_Caroline,Speciality Crop,RCP85
NY_Genesee,OH_Ottawa,Speciality Crop,RCP85
NY_Genesee,UT_Davis,Speciality Crop,RCP85
NY_Genesee,IL_Calhoun,Non Speciality Crop,RCP85
NY_Genesee,UT_Salt Lake,Non Speciality Crop,RCP85
NY_Livingston,MD_Caroline,Speciality Crop,RCP85
NY_Livingston,OH_Ottawa,Speciality Crop,RCP85
NY_Livingston,MI_Wayne,Non Speciality Crop,RCP85
NY_Livingston,MD_Anne Arundel,Non Speciality Crop,RCP85
NY_Livingston,OR_Jackson,Speciality Crop,RCP85
NY_Livingston,NJ_Salem,Speciality Crop,RCP85
NY_Livingston,NJ_Gloucester,Speciality Crop,RCP85
NY_Livingston,UT_Salt Lake,Non Speciality Crop,RCP85
NY_Livingston,UT_Davis,Speciality Crop,RCP85
NY_Madison,DE_New Castle,Non Speciality Crop,RCP85
NY_Monroe,MD_Talbot,Non Speciality Crop,RCP85
NY_Monroe,MD_Anne Arundel,Non Speciality Crop,RCP85
NY_Monroe,UT_Davis,Speciality Crop,RCP85
NY_Monroe,WA_Walla Walla,Speciality Crop,RCP85
NY_Monroe,NJ_Burlington,Speciality Crop,RCP85
NY_Monroe,UT_Washington,Non Speciality Crop,RCP85
NY_Monroe,MD_Caroline,Speciality Crop,RCP85
NY_Monroe,WA_Benton,Speciality Crop,RCP85
NY_Monroe,WA_Franklin,Speciality Crop,RCP85
NY_Niagara,MD_Anne Arundel,Non Speciality Crop,RCP85
NY_Niagara,NJ_Gloucester,Speciality Crop,RCP85
NY_Niagara,MD_Talbot,Non Speciality Crop,RCP85
NY_Niagara,OH_Ottawa,Speciality Crop,RCP85
NY_Niagara,MI_Wayne,Non Speciality Crop,RCP85
NY_Niagara,NJ_Salem,Speciality Crop,RCP85
NY_Niagara,UT_Washington,Non Speciality Crop,RCP85
NY_Niagara,WA_Benton,Speciality Crop,RCP85
NY_Oneida,NJ_Burlington,Speciality Crop,RCP85
NY_Onondaga,NJ_Gloucester,Speciality Crop,RCP85
NY_Onondaga,NJ_Salem,Speciality Crop,RCP85
NY_Onondaga,MD_Caroline,Speciality Crop,RCP85
NY_Ontario,MD_Talbot,Non Speciality Crop,RCP85
NY_Ontario,MD_Anne Arundel,Non Speciality Crop,RCP85
NY_Ontario,NJ_Gloucester,Speciality Crop,RCP85
NY_Ontario,MD_Caroline,Speciality Crop,RCP85
NY_Ontario,NJ_Salem,Speciality Crop,RCP85
NY_Ontario,UT_Davis,Speciality Crop,RCP85
NY_Orange,UT_Washington,Non Speciality Crop,RCP85
NY_Orange,MO_Scott,Non Speciality Crop,RCP85
NY_Orange,KS_Leavenworth,Non Speciality Crop,RCP85
NY_Orange,KS_Anderson,Non Speciality Crop,RCP85
NY_Orange,KS_Sedgwick,Non Speciality Crop,RCP85
NY_Orange,KS_Harvey,Non Speciality Crop,RCP85
NY_Orange,KS_Cowley,Non Speciality Crop,RCP85
NY_Orange,CA_Shasta,Speciality Crop,RCP85
NY_Orleans,MD_Talbot,Non Speciality Crop,RCP85
NY_Orleans,MD_Anne Arundel,Non Speciality Crop,RCP85
NY_Orleans,NJ_Gloucester,Speciality Crop,RCP85
NY_Orleans,UT_Davis,Speciality Crop,RCP85
NY_Orleans,NJ_Salem,Speciality Crop,RCP85
NY_Orleans,OH_Ottawa,Speciality Crop,RCP85
NY_Orleans,WA_Walla Walla,Speciality Crop,RCP85
NY_Orleans,UT_Washington,Non Speciality Crop,RCP85
NY_Orleans,VA_Westmoreland,Speciality Crop,RCP85
NY_Orleans,WA_Benton,Speciality Crop,RCP85
NY_Oswego,NJ_Salem,Speciality Crop,RCP85
NY_Oswego,NJ_Gloucester,Speciality Crop,RCP85
NY_Oswego,OR_Umatilla,Speciality Crop,RCP85
NY_Rensselaer,PA_Montgomery,Non Speciality Crop,RCP85
NY_Rensselaer,IA_Des Moines,Non Speciality Crop,RCP85
NY_Rensselaer,MO_Knox,Non Speciality Crop,RCP85
NY_Rensselaer,MD_Talbot,Non Speciality Crop,RCP85
NY_Saratoga,MO_Knox,Non Speciality Crop,RCP85
NY_Saratoga,MO_Lewis,Non Speciality Crop,RCP85
NY_Saratoga,NE_Johnson,Non Speciality Crop,RCP85
NY_Schoharie,OH_Paulding,Non Speciality Crop,RCP85
NY_Seneca,MD_Talbot,Non Speciality Crop,RCP85
NY_Seneca,MD_Anne Arundel,Non Speciality Crop,RCP85
NY_Seneca,UT_Davis,Speciality Crop,RCP85
NY_Seneca,VA_Westmoreland,Speciality Crop,RCP85
NY_Tompkins,NJ_Gloucester,Speciality Crop,RCP85
NY_Tompkins,NJ_Salem,Speciality Crop,RCP85
NY_Tompkins,MD_Anne Arundel,Non Speciality Crop,RCP85
NY_Tompkins,MD_Caroline,Speciality Crop,RCP85
NY_Tompkins,MD_Cecil,Non Speciality Crop,RCP85
NY_Ulster,KS_Jefferson,Non Speciality Crop,RCP85
NY_Ulster,KS_Leavenworth,Non Speciality Crop,RCP85
NY_Ulster,KS_Wyandotte,Non Speciality Crop,RCP85
NY_Ulster,UT_Washington,Non Speciality Crop,RCP85
NY_Ulster,KS_Butler,Non Speciality Crop,RCP85
NY_Ulster,MD_Talbot,Non Speciality Crop,RCP85
NY_Ulster,KS_Sedgwick,Non Speciality Crop,RCP85
NY_Ulster,KS_Harvey,Non Speciality Crop,RCP85
NY_Washington,UT_Davis,Speciality Crop,RCP85
NY_Washington,WA_Franklin,Speciality Crop,RCP85
NY_Washington,OR_Jackson,Speciality Crop,RCP85
NY_Washington,IL_Tazewell,Speciality Crop,RCP85
NY_Washington,WA_Walla Walla,Speciality Crop,RCP85
NY_Wayne,MD_Talbot,Non Speciality Crop,RCP85
NY_Wayne,WA_Walla Walla,Speciality Crop,RCP85
NY_Wayne,NJ_Salem,Speciality Crop,RCP85
NY_Wayne,NJ_Gloucester,Speciality Crop,RCP85
NY_Wayne,UT_Washington,Non Speciality Crop,RCP85
NY_Wayne,VA_Essex,Non Speciality Crop,RCP85
NY_Wayne,MD_Anne Arundel,Non Speciality Crop,RCP85
NY_Wayne,UT_Davis,Speciality Crop,RCP85
NY_Wayne,VA_Westmoreland,Speciality Crop,RCP85
NY_Wayne,WA_Benton,Speciality Crop,RCP85
NY_Wyoming,NJ_Burlington,Speciality Crop,RCP85
NY_Wyoming,OR_Jackson,Speciality Crop,RCP85
NY_Wyoming,DE_New Castle,Non Speciality Crop,RCP85
NY_Yates,NJ_Salem,Speciality Crop,RCP85
NY_Yates,MD_Caroline,Speciality Crop,RCP85
NY_Yates,NJ_Gloucester,Speciality Crop,RCP85
NY_Yates,MD_Talbot,Non Speciality Crop,RCP85
NY_Yates,NJ_Camden,Speciality Crop,RCP85
NY_Yates,MD_Anne Arundel,Non Speciality Crop,RCP85
NY_Yates,UT_Davis,Speciality Crop,RCP85
OH_Ashtabula,MD_Talbot,Non Speciality Crop,RCP85
OH_Ashtabula,VA_Essex,Non Speciality Crop,RCP85
OH_Ashtabula,IL_Saint Clair,Non Speciality Crop,RCP85
OH_Ashtabula,NJ_Burlington,Speciality Crop,RCP85
OH_Ashtabula,PA_Montgomery,Non Speciality Crop,RCP85
OH_Ashtabula,MD_Anne Arundel,Non Speciality Crop,RCP85
OH_Ashtabula,VA_Westmoreland,Speciality Crop,RCP85
OH_Champaign,KS_Sedgwick,Non Speciality Crop,RCP85
OH_Champaign,KS_Harvey,Non Speciality Crop,RCP85
OH_Champaign,KS_Cowley,Non Speciality Crop,RCP85
OH_Champaign,KS_Butler,Non Speciality Crop,RCP85
OH_Champaign,KS_Sumner,Non Speciality Crop,RCP85
OH_Champaign,MO_Saint Louis,Non Speciality Crop,RCP85
OH_Champaign,MO_Saint Charles,Non Speciality Crop,RCP85
OH_Champaign,MO_Scott,Non Speciality Crop,RCP85
OH_Erie,UT_Washington,Non Speciality Crop,RCP85
OH_Erie,MD_Talbot,Non Speciality Crop,RCP85
OH_Erie,VA_Essex,Non Speciality Crop,RCP85
OH_Erie,NJ_Salem,Speciality Crop,RCP85
OH_Erie,NJ_Gloucester,Speciality Crop,RCP85
OH_Erie,MO_Scott,Non Speciality Crop,RCP85
OH_Erie,KS_Leavenworth,Non Speciality Crop,RCP85
OH_Erie,MD_Anne Arundel,Non Speciality Crop,RCP85
OH_Fulton,KS_Sedgwick,Non Speciality Crop,RCP85
OH_Fulton,KS_McPherson,Non Speciality Crop,RCP85
OH_Fulton,KS_Harvey,Non Speciality Crop,RCP85
OH_Fulton,KS_Reno,Non Speciality Crop,RCP85
OH_Fulton,MO_Knox,Non Speciality Crop,RCP85
OH_Fulton,KS_Atchison,Non Speciality Crop,RCP85
OH_Fulton,KS_Rice,Non Speciality Crop,RCP85
OH_Fulton,UT_Washington,Non Speciality Crop,RCP85
OH_Fulton,KS_Sumner,Non Speciality Crop,RCP85
OH_Fulton,KS_Harper,Non Speciality Crop,RCP85
OH_Hancock,UT_Washington,Non Speciality Crop,RCP85
OH_Hancock,KS_Sedgwick,Non Speciality Crop,RCP85
OH_Hancock,KS_Harvey,Non Speciality Crop,RCP85
OH_Hancock,MO_Butler,Non Speciality Crop,RCP85
OH_Henry,KS_Sedgwick,Non Speciality Crop,RCP85
OH_Henry,KS_Harvey,Non Speciality Crop,RCP85
OH_Henry,KS_Reno,Non Speciality Crop,RCP85
OH_Henry,UT_Washington,Non Speciality Crop,RCP85
OH_Henry,KS_McPherson,Non Speciality Crop,RCP85
OH_Henry,KS_Jefferson,Non Speciality Crop,RCP85
OH_Henry,KS_Butler,Non Speciality Crop,RCP85
OH_Henry,KS_Sumner,Non Speciality Crop,RCP85
OH_Henry,KS_Harper,Non Speciality Crop,RCP85
OH_Huron,MD_Talbot,Non Speciality Crop,RCP85
OH_Huron,UT_Washington,Non Speciality Crop,RCP85
OH_Huron,VA_Essex,Non Speciality Crop,RCP85
OH_Huron,MO_Scott,Non Speciality Crop,RCP85
OH_Huron,NJ_Salem,Speciality Crop,RCP85
OH_Huron,NJ_Burlington,Speciality Crop,RCP85
OH_Mahoning,KS_Leavenworth,Non Speciality Crop,RCP85
OH_Mahoning,IL_Macoupin,Non Speciality Crop,RCP85
OH_Mahoning,MO_Scott,Non Speciality Crop,RCP85
OH_Mahoning,KS_Anderson,Non Speciality Crop,RCP85
OH_Mahoning,MO_Stoddard,Non Speciality Crop,RCP85
OH_Ottawa,MD_Talbot,Non Speciality Crop,RCP85
OH_Ottawa,UT_Washington,Non Speciality Crop,RCP85
OH_Ottawa,MD_Anne Arundel,Non Speciality Crop,RCP85
OH_Ottawa,NJ_Salem,Speciality Crop,RCP85
OH_Ottawa,NJ_Gloucester,Speciality Crop,RCP85
OH_Ottawa,VA_Essex,Non Speciality Crop,RCP85
OH_Ottawa,CA_Shasta,Speciality Crop,RCP85
OH_Ottawa,KS_Leavenworth,Non Speciality Crop,RCP85
OH_Ottawa,NV_Lincoln,Non Speciality Crop,RCP85
OH_Putnam,UT_Washington,Non Speciality Crop,RCP85
OH_Putnam,KS_Sedgwick,Non Speciality Crop,RCP85
OH_Putnam,KS_Harvey,Non Speciality Crop,RCP85
OH_Putnam,KS_Reno,Non Speciality Crop,RCP85
OH_Putnam,KS_Sumner,Non Speciality Crop,RCP85
OH_Putnam,KS_Butler,Non Speciality Crop,RCP85
OH_Putnam,KS_McPherson,Non Speciality Crop,RCP85
OH_Sandusky,UT_Washington,Non Speciality Crop,RCP85
OH_Sandusky,KS_Sedgwick,Non Speciality Crop,RCP85
OH_Sandusky,KS_Harvey,Non Speciality Crop,RCP85
OH_Sandusky,MO_Butler,Non Speciality Crop,RCP85
OH_Sandusky,KS_Butler,Non Speciality Crop,RCP85
OH_Stark,MO_Butler,Non Speciality Crop,RCP85
OH_Stark,MD_Talbot,Non Speciality Crop,RCP85
OH_Stark,MO_Stoddard,Non Speciality Crop,RCP85
OH_Stark,MO_Scott,Non Speciality Crop,RCP85
OH_Stark,MO_New Madrid,Non Speciality Crop,RCP85
OH_Stark,VA_Essex,Non Speciality Crop,RCP85
OH_Stark,KS_Butler,Non Speciality Crop,RCP85
OH_Stark,TN_Lake,Non Speciality Crop,RCP85
OH_Wayne,MO_Scott,Non Speciality Crop,RCP85
OH_Wayne,VA_Essex,Non Speciality Crop,RCP85
OH_Wayne,KS_Leavenworth,Non Speciality Crop,RCP85
OH_Wayne,NJ_Camden,Speciality Crop,RCP85
OH_Wayne,MO_Cape Girardeau,Non Speciality Crop,RCP85
OH_Wood,KS_Harvey,Non Speciality Crop,RCP85
OH_Wood,KS_Sedgwick,Non Speciality Crop,RCP85
OH_Wood,KS_Reno,Non Speciality Crop,RCP85
OH_Wood,UT_Washington,Non Speciality Crop,RCP85
OH_Wood,KS_Butler,Non Speciality Crop,RCP85
OH_Wood,KS_Kingman,Non Speciality Crop,RCP85
OH_Wood,KS_Harper,Non Speciality Crop,RCP85
OK_Atoka,TX_Bell,Speciality Crop,RCP85
OK_Atoka,TX_Milam,Speciality Crop,RCP85
OK_Atoka,TX_Johnson,Non Speciality Crop,RCP85
OK_Atoka,TX_Tarrant,Non Speciality Crop,RCP85
OK_Atoka,TX_Ellis,Speciality Crop,RCP85
OK_Atoka,TX_Hill,Non Speciality Crop,RCP85
OK_Atoka,TX_Williamson,Speciality Crop,RCP85
OK_Atoka,TX_McLennan,Non Speciality Crop,RCP85
OK_Atoka,TX_Falls,Non Speciality Crop,RCP85
OK_Atoka,TX_Dallas,Non Speciality Crop,RCP85
OK_Bryan,TX_Bastrop,Speciality Crop,RCP85
OK_Bryan,TX_Guadalupe,Speciality Crop,RCP85
OK_Bryan,TX_Hill,Non Speciality Crop,RCP85
OK_Bryan,TX_McLennan,Non Speciality Crop,RCP85
OK_Bryan,TX_Travis,Speciality Crop,RCP85
OK_Bryan,TX_Caldwell,Speciality Crop,RCP85
OK_Bryan,TX_Bell,Speciality Crop,RCP85
OK_Bryan,TX_Milam,Speciality Crop,RCP85
OK_Bryan,TX_Williamson,Speciality Crop,RCP85
OK_Bryan,TX_Grimes,Non Speciality Crop,RCP85
OK_Carter,TX_Guadalupe,Speciality Crop,RCP85
OK_Carter,TX_Bastrop,Speciality Crop,RCP85
OK_Carter,TX_Wilson,Speciality Crop,RCP85
OK_Carter,TX_Bell,Speciality Crop,RCP85
OK_Carter,TX_Williamson,Speciality Crop,RCP85
OK_Carter,TX_Milam,Speciality Crop,RCP85
OK_Carter,TX_Kinney,Non Speciality Crop,RCP85
OK_Carter,TX_Travis,Speciality Crop,RCP85
OK_Carter,TX_Falls,Non Speciality Crop,RCP85
OK_Carter,TX_Fayette,Speciality Crop,RCP85
OK_Cherokee,TX_Denton,Non Speciality Crop,RCP85
OK_Cherokee,TX_Collin,Speciality Crop,RCP85
OK_Cherokee,TX_Dallas,Non Speciality Crop,RCP85
OK_Cherokee,TX_Tarrant,Non Speciality Crop,RCP85
OK_Cherokee,TX_Hunt,Speciality Crop,RCP85
OK_Cherokee,TX_Grayson,Speciality Crop,RCP85
OK_Cherokee,TX_Fannin,Speciality Crop,RCP85
OK_Cherokee,TX_Johnson,Non Speciality Crop,RCP85
OK_Cherokee,TX_Ellis,Speciality Crop,RCP85
OK_Choctaw,TX_Grimes,Non Speciality Crop,RCP85
OK_Choctaw,TX_Bastrop,Speciality Crop,RCP85
OK_Choctaw,TX_McLennan,Non Speciality Crop,RCP85
OK_Choctaw,TX_Bell,Speciality Crop,RCP85
OK_Choctaw,TX_Guadalupe,Speciality Crop,RCP85
OK_Choctaw,TX_Brazos,Speciality Crop,RCP85
OK_Choctaw,TX_Caldwell,Speciality Crop,RCP85
OK_Choctaw,TX_Milam,Speciality Crop,RCP85
OK_Choctaw,TX_Hill,Non Speciality Crop,RCP85
OK_Choctaw,TX_Freestone,Non Speciality Crop,RCP85
OK_Coal,TX_Bell,Speciality Crop,RCP85
OK_Coal,TX_Milam,Speciality Crop,RCP85
OK_Coal,TX_Tarrant,Non Speciality Crop,RCP85
OK_Coal,TX_Ellis,Speciality Crop,RCP85
OK_Coal,TX_Johnson,Non Speciality Crop,RCP85
OK_Coal,TX_Williamson,Speciality Crop,RCP85
OK_Coal,TX_Falls,Non Speciality Crop,RCP85
OK_Coal,TX_Bosque,Speciality Crop,RCP85
OK_Coal,TX_Hill,Non Speciality Crop,RCP85
OK_Coal,TX_Travis,Speciality Crop,RCP85
OK_Creek,TX_Tarrant,Non Speciality Crop,RCP85
OK_Creek,TX_Denton,Non Speciality Crop,RCP85
OK_Creek,TX_Johnson,Non Speciality Crop,RCP85
OK_Creek,TX_Ellis,Speciality Crop,RCP85
OK_Creek,TX_Somervell,Non Speciality Crop,RCP85
OK_Creek,TX_Dallas,Non Speciality Crop,RCP85
OK_Creek,TX_Hill,Non Speciality Crop,RCP85
OK_Creek,TX_Collin,Speciality Crop,RCP85
OK_Creek,TX_Wise,Speciality Crop,RCP85
OK_Creek,TX_Bosque,Speciality Crop,RCP85
OK_Garvin,TX_Johnson,Non Speciality Crop,RCP85
OK_Garvin,TX_Tarrant,Non Speciality Crop,RCP85
OK_Garvin,TX_Hill,Non Speciality Crop,RCP85
OK_Garvin,TX_McLennan,Non Speciality Crop,RCP85
OK_Garvin,TX_Ellis,Speciality Crop,RCP85
OK_Garvin,TX_Bell,Speciality Crop,RCP85
OK_Garvin,TX_Denton,Non Speciality Crop,RCP85
OK_Garvin,TX_Somervell,Non Speciality Crop,RCP85
OK_Garvin,TX_Bosque,Speciality Crop,RCP85
OK_Garvin,TX_Dallas,Non Speciality Crop,RCP85
OK_Hughes,TX_Tarrant,Non Speciality Crop,RCP85
OK_Hughes,TX_McLennan,Non Speciality Crop,RCP85
OK_Hughes,TX_Bell,Speciality Crop,RCP85
OK_Hughes,TX_Dallas,Non Speciality Crop,RCP85
OK_Hughes,TX_Ellis,Speciality Crop,RCP85
OK_Hughes,TX_Hill,Non Speciality Crop,RCP85
OK_Hughes,TX_Denton,Non Speciality Crop,RCP85
OK_Hughes,TX_Johnson,Non Speciality Crop,RCP85
OK_Hughes,TX_Milam,Speciality Crop,RCP85
OK_Jefferson,TX_Bastrop,Speciality Crop,RCP85
OK_Jefferson,TX_Hill,Non Speciality Crop,RCP85
OK_Jefferson,TX_Caldwell,Speciality Crop,RCP85
OK_Jefferson,TX_Johnson,Non Speciality Crop,RCP85
OK_Jefferson,TX_McLennan,Non Speciality Crop,RCP85
OK_Jefferson,TX_Guadalupe,Speciality Crop,RCP85
OK_Jefferson,TX_Milam,Speciality Crop,RCP85
OK_Jefferson,TX_Travis,Speciality Crop,RCP85
OK_Jefferson,TX_Bell,Speciality Crop,RCP85
OK_Jefferson,TX_Washington,Speciality Crop,RCP85
OK_Lincoln,TX_Tarrant,Non Speciality Crop,RCP85
OK_Lincoln,TX_Johnson,Non Speciality Crop,RCP85
OK_Lincoln,TX_Hill,Non Speciality Crop,RCP85
OK_Lincoln,TX_Ellis,Speciality Crop,RCP85
OK_Lincoln,TX_Denton,Non Speciality Crop,RCP85
OK_Lincoln,TX_Dallas,Non Speciality Crop,RCP85
OK_Lincoln,TX_Collin,Speciality Crop,RCP85
OK_Lincoln,TX_Wise,Speciality Crop,RCP85
OK_Lincoln,TX_Somervell,Non Speciality Crop,RCP85
OK_Lincoln,TX_Palo Pinto,Speciality Crop,RCP85
OK_Marshall,TX_Bastrop,Speciality Crop,RCP85
OK_Marshall,TX_Guadalupe,Speciality Crop,RCP85
OK_Marshall,TX_McLennan,Non Speciality Crop,RCP85
OK_Marshall,TX_Hill,Non Speciality Crop,RCP85
OK_Marshall,TX_Bell,Speciality Crop,RCP85
OK_Marshall,TX_Travis,Speciality Crop,RCP85
OK_Marshall,TX_Caldwell,Speciality Crop,RCP85
OK_Marshall,TX_Grimes,Non Speciality Crop,RCP85
OK_Marshall,TX_Williamson,Speciality Crop,RCP85
OK_Marshall,TX_Fayette,Speciality Crop,RCP85
OK_Muskogee,TX_Tarrant,Non Speciality Crop,RCP85
OK_Muskogee,TX_Johnson,Non Speciality Crop,RCP85
OK_Muskogee,TX_Dallas,Non Speciality Crop,RCP85
OK_Muskogee,TX_Denton,Non Speciality Crop,RCP85
OK_Muskogee,TX_Hill,Non Speciality Crop,RCP85
OK_Muskogee,TX_Ellis,Speciality Crop,RCP85
OK_Muskogee,TX_Collin,Speciality Crop,RCP85
OK_Muskogee,TX_Hunt,Speciality Crop,RCP85
OK_Muskogee,TX_Kaufman,Non Speciality Crop,RCP85
OK_Muskogee,TX_McLennan,Non Speciality Crop,RCP85
OK_Oklahoma,TX_Tarrant,Non Speciality Crop,RCP85
OK_Oklahoma,TX_Ellis,Speciality Crop,RCP85
OK_Oklahoma,TX_Johnson,Non Speciality Crop,RCP85
OK_Oklahoma,TX_Hill,Non Speciality Crop,RCP85
OK_Oklahoma,TX_Denton,Non Speciality Crop,RCP85
OK_Oklahoma,TX_Dallas,Non Speciality Crop,RCP85
OK_Oklahoma,TX_Collin,Speciality Crop,RCP85
OK_Oklahoma,TX_McLennan,Non Speciality Crop,RCP85
OK_Oklahoma,TX_Wise,Speciality Crop,RCP85
OK_Okmulgee,TX_Tarrant,Non Speciality Crop,RCP85
OK_Okmulgee,TX_Dallas,Non Speciality Crop,RCP85
OK_Okmulgee,TX_Johnson,Non Speciality Crop,RCP85
OK_Okmulgee,TX_Hill,Non Speciality Crop,RCP85
OK_Okmulgee,TX_Denton,Non Speciality Crop,RCP85
